objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
8286353,iNaturalist Database  ,Unknown,Hemidactylus mabouia,tropical house gecko,Introduced,Detected,Positive,2013-01-22,2019-10-30,2013-01-22,"""Orange, Florida, United States""","  28.51353"," -81.30958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D06FCA2-19DA-4B34-A3A6-8FD0B6A9F215,"184718",Tropical House Gecko,API Data,"""Javier Alejandro""",,,,,,,,,,,,http://www.inaturalist.org/observations/184718,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286354,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-03-11,2019-10-30,2013-03-14,"""Volusia, Florida, United States""","  29.10683"," -81.37100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30222916-03BE-4212-98FE-55FF5E7742F4,"216065",Brown Anole,API Data,"""montanamike""",,,,,,,,,,,,http://www.inaturalist.org/observations/216065,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286358,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-04-01,2019-10-30,2013-04-01,"""Charlotte, Florida, United States""","  26.92978"," -82.04536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62BADF4B-2513-449F-9810-FA8FC2FA8F61,"227050",Brown Anole,API Data,"""Jennifer Rycenga""",,,,,,,,,,,,http://www.inaturalist.org/observations/227050,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286359,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2010-11-25,2019-10-30,2013-04-04,"""Orange, Florida, United States""","  28.47239"," -81.46714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0376EBD6-816D-43E0-8B28-12EB63AE1ACF","229086",Cuban Tree Frog,API Data,"""jg005""",,,,,,,,,,,,http://www.inaturalist.org/observations/229086,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286360,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2013-04-19,2019-10-30,2013-04-19,"""Orange, Florida, United States""","  28.59600"," -81.23666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A6A99B-CBE9-4909-A467-CE77DA253E18,"240974",Cuban Tree Frog,API Data,"""Kyle Jones""",,,,,,,,,,,,http://www.inaturalist.org/observations/240974,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286361,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2013-04-10,2019-10-30,2013-04-25,"""Miami-Dade, Florida, United States""","  25.39831"," -80.65647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B856608-DCC5-4ACE-9524-737AAF6D7748,"245243",Cuban Treefrog,API Data,"""Kenneth Bader""",,,,,,,,,,,,http://www.inaturalist.org/observations/245243,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286362,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-05-11,2019-10-30,2013-05-11,"""Charlotte, Florida, United States""","  26.98627"," -82.15159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EB70B4C9-9783-4DD8-A138-622E6005294D,"264251",Brown Anole,API Data,"""Jennifer Rycenga""",,,,,,,,,,,,http://www.inaturalist.org/observations/264251,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""I have given up, and simply presume that all small reptiles I see in Florida are Brown Anoles go ahead, make my day: tell me otherwise!""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286363,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-15,2019-10-30,2013-06-18,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425A3152-5BEB-402C-8AB0-ED801738101B,"303610",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/303610,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Baby Brown Anole found just outside my house. This is a regular sight where I am.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286365,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-05-15,2019-10-30,2013-06-18,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D69507C-E293-4901-86D4-9F2FF20978B5,"303625",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/303625,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Back ridges fully flaired. This was my first observation of back ridges on any species of Anole.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286366,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-19,2019-10-30,2013-06-18,"""Highlands, Florida, United States""","  27.49559"," -81.44091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77BD4DC4-04E8-4059-8838-42FDA0948CE6,"303694",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/303694,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Brown Anole with crest found in Sebring, FL.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286367,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-05-16,2019-10-30,2013-06-18,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266A370-3BE0-411F-8A63-8DE1F7CC960F,"303760",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/303760,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286368,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-01-02,2019-10-30,2013-06-21,"""Palm Beach, Florida, United States""","  26.89236"," -80.12443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9E4CBC18-F893-4973-9801-BA1D48FDAC5D,"307466",Brown Anole,API Data,"""Timothy Reichard""",,,,,,,,,,,,http://www.inaturalist.org/observations/307466,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""#1 Brown Anole. This guy darted halfway across a sidewalk and then froze so my camera and I wouldn't see it.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286369,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2004-03-07,2019-10-30,2013-06-22,"""Miami-Dade, Florida, United States""","  25.67674"," -80.27216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FC7EEC5-9615-48A5-B3B0-FFFCABF6F967,"308274",Brown Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/308274,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Male anole extending its dewlap.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286370,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-23,2019-10-30,2013-06-24,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48DE3124-C902-4CC3-8E88-F6AEE27FB8B0,"310302",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/310302,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""There have not been a lot of adult anoles around this time of year. Adolescent anoles are everywhere though.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286371,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-23,2019-10-30,2013-06-24,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E731A7D-E2F3-4FC5-B54A-A4C10393E6FF,"310303",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/310303,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286372,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-29,2019-10-30,2013-06-29,"""Charlotte, Florida, United States""","  26.97583"," -82.02966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6A6C390C-611A-4D84-99D1-8F8A09474F16,"315415",Brown Anole,API Data,"""Jennifer Rycenga""",,,,,,,,,,,,http://www.inaturalist.org/observations/315415,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286373,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-03-05,2019-10-30,2013-07-11,"""Miami-Dade, Florida, United States""","  25.70698"," -80.29810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C23EFE43-F88C-4674-9A0C-6819885BBD28,"328223",Brown Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/328223,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286374,iNaturalist Database  ,Unknown,Anolis distichus,bark anole,Introduced,Detected,Positive,2013-03-05,2019-10-30,2013-07-11,"""Miami-Dade, Florida, United States""","  25.70698"," -80.29810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0BC61C23-2500-4A71-A82D-F6374065270E","328227",Bark Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/328227,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Hemidactylus mabouia on the left, Anolis distichus on the right.""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286375,iNaturalist Database  ,Unknown,Hemidactylus mabouia,tropical house gecko,Introduced,Detected,Positive,2013-03-05,2019-10-30,2013-07-11,"""Miami-Dade, Florida, United States""","  25.70698"," -80.29810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553258DD-2F2C-4652-8A74-4B0EE1ED3A86,"328228",Tropical House Gecko,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/328228,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Hemidactylus mabouia on the left, Anolis distichus on the right.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286376,iNaturalist Database  ,Unknown,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2013-03-23,2019-10-30,2013-07-11,"""Miami-Dade, Florida, United States""","  25.34248"," -80.55396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC858DBE-7648-4A90-A855-458E78025B61,"328374",Osteopilus septentrionalis,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/328374,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph ""","1"
8286377,iNaturalist Database  ,Unknown,Hemidactylus mabouia,tropical house gecko,Introduced,Detected,Positive,2008-03-15,2019-10-30,2013-07-25,"""Monroe, Florida, United States""","  25.26389"," -80.30956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8BEA6E29-6EF3-4CB5-ABD8-43E4B5421E19,"345203",Tropical House Gecko,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/345203,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286378,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2006-12-25,2019-10-30,2013-07-26,"""Miami-Dade, Florida, United States""","  25.69720"," -80.27843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0AD10A1E-AE59-470B-926B-25335A1B74B3","347120",Brown Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/347120,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286379,iNaturalist Database  ,Unknown,Anolis distichus,bark anole,Introduced,Detected,Positive,2006-12-25,2019-10-30,2013-07-26,"""Miami-Dade, Florida, United States""","  25.69720"," -80.27843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128B1C1-CB88-4A1B-92E6-DD7CA5915C75,"347121",Bark Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/347121,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286380,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2006-12-25,2019-10-30,2013-07-26,"""Miami-Dade, Florida, United States""","  25.69720"," -80.27843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E0E94342-BAE1-40DD-999E-AB8036D989C6,"347122",Brown Anole,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/347122,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Some of the females have orange heads.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286381,iNaturalist Database  ,Unknown,Basiliscus vittatus,brown basilisk,Introduced,Detected,Positive,2006-12-25,2019-10-30,2013-07-26,"""Miami-Dade, Florida, United States""","  25.68538"," -80.27738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E18E10B5-79A6-45C0-B924-34E2CD8B107A,"347126",Brown Basilisk,API Data,"""John Sullivan""",,,,,,,,,,,,http://www.inaturalist.org/observations/347126,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-11-25,FWCC Exotic Species Database,Bulk Verified,Verified,Credible,"""Verified by photograph""","1"
8286382,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-07-26,2019-10-30,2013-07-29,"""Palm Beach, Florida, United States""","  26.68451"," -80.66756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0BCFF57B-D460-41C1-B141-42D599C1545A","350267",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/350267,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""Molting Brown Anole.""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286383,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-07-12,2019-10-30,2013-07-29,"""Highlands, Florida, United States""","  27.49559"," -81.44091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875E9758-EC09-49DF-B62A-8D3118B2A9DC,"350293",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/350293,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286384,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2013-06-19,2019-10-30,2013-07-29,"""St. Lucie, Florida, United States""","  27.27583"," -80.35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89EFDC32-37D4-4EC3-8ABF-B55DE7517E6B,"350382",Brown Anole,API Data,"""Justin Council""",,,,,,,,,,,,http://www.inaturalist.org/observations/350382,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
8286385,iNaturalist Database  ,Unknown,Anolis sagrei,brown anole,Introduced,Detected,Positive,2008-04-18,2019-10-30,2013-08-13,"""Orange, Florida, United States""","  28.71656"," -81.45937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC2D152D-C358-40B0-8A40-91679C1C78EC,"364337",Brown Anole,API Data,"""Bob Heitzman""",,,,,,,,,,,,http://www.inaturalist.org/observations/364337,,,,,,,"""iNaturalist.org (2019). iNaturalist Research-grade Observations. Occurrence Dataset https://doi.org/10.15468/ab3s5x accessed via iNaturalist API on 2019-10-30.""",,"""observed from my kayak, while paddling down the creek""",2019-10-30,,Bulk Verified,Verified,,"""Entered verified directly from iNaturalist API""","1"
